Rk,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Pos Summary
9,Maury Wills,3rd,146,37.9%,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0,,,,,,,,,,,,,,*6*5H/4
10,Richie Ashburn HOF,13th,134,34.8%,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0,,,,,,,,,,,,,,*8H79/4
11,Luis Aparicio HOF,2nd,124,32.2%,150,36,18,55.8,32.6,44.2,55.4,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82.0,,,,,,,,,,,,,,*6H
12,Roger Maris,7th,111,28.8%,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0,,,,,,,,,,,,,,*98H/7
13,X-Mickey Vernon,15th,96,24.9%,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0,,,,,,,,,,,,,,*3H/79
14,Harvey Kuenn,4th,83,21.6%,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0,,,,,,,,,,,,,,*6*7*98H53
15,Lew Burdette,8th,66,17.1%,85,31,18,28.6,24.0,26.3,61.4,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29.0,203.0,144.0,3.66,99.0,1.243,626.0,373.0,32.0,3067.1,3186.0,289.0,628.0,1074.0,*1H
16,X-Don Newcombe,15th,59,15.3%,83,28,12,38.7,34.8,36.7,61.4,471,917,99,246,15,109,2,90,0.268,0.336,0.361,0.697,83.0,153.0,96.0,3.57,114.0,1.207,360.0,305.0,7.0,2251.2,2188.0,255.0,530.0,1187.0,*1H
17,Ted Kluszewski,14th,50,13.0%,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0,,,,,,,,,,,,,,*3H
18,Orlando Cepeda HOF,1st,48,12.5%,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0,,,,,,,,,,,,,,*37DH/95
19,X-Al Dark,15th,43,11.2%,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0,0.0,0.0,18.0,33.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,*6*5H7/4391
20,Bill Mazeroski HOF,3rd,33,8.6%,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0,,,,,,,,,,,,,,*4H/5
21,Don Larsen,7th,31,8.1%,26,6,14,18.4,16.4,17.4,32.5,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81.0,81.0,91.0,3.78,99.0,1.4,412.0,171.0,23.0,1548.0,1442.0,130.0,725.0,849.0,*1H/7
22,Elston Howard,7th,29,7.5%,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0,,,,,,,,,,,,,,*27H39
23,Roy Face,5th,21,5.5%,47,11,16,20.6,18.0,19.3,32.5,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6.0,104.0,95.0,3.48,109.0,1.243,848.0,27.0,191.0,1375.0,1347.0,141.0,362.0,877.0,*1/H
24,Ron Santo HOF,1st,15,3.9%,88,41,15,70.5,53.8,62.2,55.8,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125.0,,,,,,,,,,,,,,*5D4/H673
25,X-Norm Cash,1st,6,1.6%,50,29,17,52.0,33.6,42.8,53.4,2089,6705,1045,1820,377,1104,43,1043,0.271,0.374,0.488,0.862,139.0,,,,,,,,,,,,,,*3H/97D
26,X-Matty Alou,1st,5,1.3%,53,20,15,23.0,23.4,23.2,58.1,1667,5789,780,1777,31,427,156,311,0.307,0.345,0.381,0.726,105.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,*8*9H73/D1
27,X-Mel Stottlemyre,1st,3,0.8%,71,27,11,43.1,34.6,38.9,61.4,312,749,54,120,7,57,0,47,0.16,0.213,0.223,0.436,28.0,164.0,139.0,2.97,112.0,1.219,360.0,356.0,1.0,2661.1,2435.0,171.0,809.0,1257.0,*1/H
28,X-Felipe Alou,1st,3,0.8%,46,20,17,42.3,33.8,38.0,56.7,2082,7339,985,2101,206,852,107,423,0.286,0.328,0.433,0.761,113.0,,,,,,,,,,,,,,*9*8*3*7H/56D
29,X-Steve Blass,1st,2,0.5%,33,13,10,7.5,11.8,9.6,61.4,295,546,42,94,1,37,0,11,0.172,0.188,0.201,0.389,11.0,103.0,76.0,3.63,95.0,1.349,282.0,231.0,2.0,1597.1,1558.0,128.0,597.0,896.0,1/H7
30,X-Sonny Jackson,1st,1,0.3%,2,1,12,1.6,4.8,3.2,55.4,936,3055,396,767,7,162,126,250,0.251,0.308,0.303,0.611,73.0,,,,,,,,,,,,,,*68H7/59
31,X-Jim Hickman,1st,1,0.3%,14,13,13,13.0,12.5,12.8,58.1,1421,3974,518,1002,159,560,17,491,0.252,0.335,0.426,0.76,108.0,0.0,0.0,4.5,85.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,*9*8*3H75/1
32,X-Don McMahon,1st,1,0.3%,31,20,18,22.5,18.2,20.3,32.5,874,168,8,23,0,9,0,10,0.137,0.185,0.161,0.346,-1.0,90.0,68.0,2.96,120.0,1.246,874.0,2.0,152.0,1310.2,1054.0,104.0,579.0,1003.0,*1
33,X-Dick Selma,1st,0,0.0%,2,8,10,9.9,12.3,11.1,32.5,304,203,13,35,0,7,1,5,0.172,0.195,0.217,0.412,17.0,42.0,54.0,3.62,100.0,1.326,307.0,76.0,31.0,840.2,734.0,69.0,381.0,681.0,*1/H53
34,X-Rick Reichardt,1st,0,0.0%,0,6,11,13.9,14.4,14.1,53.4,997,3307,391,864,116,445,40,263,0.261,0.326,0.414,0.74,115.0,,,,,,,,,,,,,,*78H9D/35
35,X-Pete Richert,1st,0,0.0%,12,15,13,13.5,13.4,13.5,32.5,446,297,21,43,1,15,2,9,0.145,0.172,0.178,0.351,2.0,80.0,73.0,3.19,106.0,1.186,429.0,122.0,51.0,1165.2,959.0,116.0,424.0,925.0,*1/H
36,X-Mike Ryan,1st,0,0.0%,0,0,11,-1.2,1.1,0.0,44.2,636,1920,146,370,28,161,4,152,0.193,0.252,0.28,0.532,51.0,,,,,,,,,,,,,,*2/H
37,X-Chris Cannizzaro,1st,0,0.0%,3,1,13,6.3,6.5,6.4,44.2,740,1950,132,458,18,169,3,241,0.235,0.319,0.309,0.628,78.0,,,,,,,,,,,,,,*2H/9
38,X-Paul Schaal,1st,0,0.0%,0,13,11,14.6,14.1,14.4,55.8,1128,3555,436,869,57,323,43,516,0.244,0.341,0.344,0.686,99.0,,,,,,,,,,,,,,*5H/46
39,X-Larry Brown,1st,0,0.0%,0,13,12,6.9,8.8,7.8,55.4,1129,3449,331,803,47,254,22,317,0.233,0.3,0.313,0.612,76.0,,,,,,,,,,,,,,*645H
40,X-Paul Casanova,1st,0,0.0%,3,0,10,1.3,4.3,2.8,44.2,859,2786,214,627,50,252,2,101,0.225,0.252,0.319,0.571,65.0,,,,,,,,,,,,,,*2H
41,X-Duke Sims,1st,0,0.0%,0,8,11,12.8,12.5,12.7,44.2,843,2422,263,580,100,310,6,338,0.239,0.34,0.401,0.741,112.0,,,,,,,,,,,,,,*2H37/9D
42,X-John Boccabella,1st,0,0.0%,0,0,12,-0.3,1.9,0.8,44.2,551,1462,117,320,26,148,3,96,0.219,0.267,0.317,0.584,62.0,,,,,,,,,,,,,,*23H7/95
43,X-Bob Veale,1st,0,0.0%,32,21,13,21.9,22.8,22.4,61.4,349,630,26,72,0,18,0,18,0.114,0.139,0.129,0.267,-24.0,120.0,95.0,3.07,113.0,1.32,397.0,255.0,21.0,1926.0,1684.0,91.0,858.0,1703.0,*1/H
44,X-Bob Barton,1st,0,0.0%,0,0,10,1.7,3.3,2.5,44.2,393,1049,54,237,9,66,3,87,0.226,0.287,0.287,0.574,65.0,,,,,,,,,,,,,,*2/H
45,X-Steve Barber,1st,0,0.0%,21,14,15,17.4,17.3,17.4,61.4,416,563,24,65,5,27,0,38,0.115,0.174,0.158,0.332,-5.0,121.0,106.0,3.36,105.0,1.385,466.0,272.0,14.0,1999.0,1818.0,125.0,950.0,1309.0,*1
46,X-Jack Aker,1st,0,0.0%,5,11,11,8.0,10.5,9.2,32.5,496,92,3,7,0,4,0,1,0.076,0.096,0.098,0.194,-44.0,47.0,45.0,3.28,106.0,1.277,495.0,0.0,124.0,746.0,679.0,63.0,274.0,404.0,*1/H
47,X-Jim Ray,1st,0,0.0%,2,14,9,6.4,7.9,7.2,32.5,281,117,4,16,0,6,0,2,0.137,0.158,0.137,0.295,-15.0,43.0,30.0,3.61,97.0,1.314,308.0,20.0,25.0,618.0,541.0,52.0,271.0,407.0,*1/H
48,X-Juan Pizarro,1st,0,0.0%,17,19,18,19.6,20.9,20.2,61.4,496,658,72,133,8,66,1,32,0.202,0.237,0.272,0.509,42.0,131.0,105.0,3.43,104.0,1.325,488.0,245.0,28.0,2034.1,1807.0,201.0,888.0,1522.0,*1/H
49,X-Ivan Murrell,1st,0,0.0%,0,3,10,0.7,2.0,1.4,53.4,564,1306,126,308,33,123,20,44,0.236,0.265,0.366,0.631,78.0,,,,,,,,,,,,,,H7893
50,X-Norm Miller,1st,0,0.0%,0,3,10,1.2,2.2,1.7,56.7,540,1364,166,325,24,159,16,160,0.238,0.323,0.356,0.678,95.0,,,,,,,,,,,,,,9H78/52
51,X-Bob Miller,1st,0,0.0%,8,8,17,16.7,12.9,14.8,32.5,685,299,8,33,0,8,0,14,0.11,0.152,0.127,0.279,-21.0,69.0,81.0,3.37,106.0,1.35,694.0,99.0,52.0,1551.1,1487.0,101.0,608.0,895.0,*1/H
52,X-Denis Menke,1st,0,0.0%,11,18,13,28.1,23.3,25.7,55.4,1598,5071,605,1270,101,606,34,698,0.25,0.343,0.37,0.713,103.0,,,,,,,,,,,,,,*6*543H/79
53,X-Horace Clarke,1st,0,0.0%,0,12,10,15.7,15.4,15.5,57.0,1272,4813,548,1230,27,304,151,365,0.256,0.308,0.313,0.621,83.0,,,,,,,,,,,,,,*4H6/5D
54,X-Johnny Edwards,1st,0,0.0%,28,23,14,14.7,15.1,14.9,44.2,1470,4577,430,1106,81,524,15,465,0.242,0.311,0.353,0.664,85.0,,,,,,,,,,,,,,*2H
55,X-Frank Linzy,1st,0,0.0%,1,12,11,13.1,13.5,13.3,32.5,475,121,5,18,1,3,0,3,0.149,0.176,0.19,0.366,3.0,62.0,57.0,2.85,124.0,1.312,516.0,2.0,110.0,817.1,790.0,35.0,282.0,358.0,*1/H
56,X-Phil Gagliano,1st,0,0.0%,0,1,12,2.2,3.6,2.9,55.8,702,1411,150,336,14,159,5,163,0.238,0.316,0.313,0.629,77.0,,,,,,,,,,,,,,*H45793/6
57,X-Jim Gosger,1st,0,0.0%,0,1,10,2.3,4.9,3.6,58.1,705,1815,197,411,30,177,25,217,0.226,0.309,0.331,0.64,83.0,,,,,,,,,,,,,,87H9/3
58,X-Lew Krausse,1st,0,0.0%,2,6,12,2.6,6.5,4.6,61.4,334,354,23,47,6,24,1,26,0.133,0.196,0.215,0.411,19.0,68.0,91.0,4.0,85.0,1.323,321.0,167.0,21.0,1283.2,1205.0,137.0,493.0,721.0,*1/H
59,X-Andy Kosco,1st,0,0.0%,0,4,10,0.6,1.9,1.3,56.7,658,1963,204,464,73,267,5,99,0.236,0.273,0.394,0.667,92.0,,,,,,,,,,,,,,*9H73/58
60,X-John Kennedy,1st,0,0.0%,4,0,12,-2.9,0.8,-1.0,55.8,856,2110,237,475,32,185,14,142,0.225,0.281,0.323,0.604,70.0,,,,,,,,,,,,,,*564H/D3
61,X-Ron Hunt,1st,0,0.0%,11,18,12,32.7,25.6,29.2,57.0,1483,5235,745,1429,39,370,65,555,0.273,0.368,0.347,0.715,105.0,,,,,,,,,,,,,,*45H/6
1,Bob Gibson,1st,337,84.0%,222,54,17,89.1,61.2,75.2,61.4,596,1328,132,274,24,144,13,63,0.206,0.243,0.301,0.545,50.0,251.0,174.0,2.91,127.0,1.188,528.0,482.0,6.0,3884.1,3279.0,257.0,1336.0,3117.0,*1H
2,Don Drysdale HOF,7th,243,60.6%,134,42,14,67.1,44.7,55.9,61.4,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45.0,209.0,166.0,2.95,121.0,1.148,518.0,465.0,6.0,3432.0,3084.0,280.0,855.0,2486.0,*1H
3,Gil Hodges HOF,13th,241,60.1%,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0,,,,,,,,,,,,,,*3H275/948
4,Harmon Killebrew HOF,1st,239,59.6%,178,46,22,60.4,38.1,49.3,53.4,2435,8147,1283,2086,573,1584,19,1559,0.256,0.376,0.509,0.884,143.0,,,,,,,,,,,,,,*3*5*7DH/49
5,Hoyt Wilhelm HOF,4th,238,59.4%,97,30,21,46.8,26.7,36.7,32.5,1070,432,24,38,1,21,0,26,0.088,0.139,0.106,0.246,-31.0,143.0,122.0,2.52,147.0,1.125,1070.0,52.0,228.0,2254.1,1757.0,150.0,778.0,1610.0,*1
6,Juan Marichal HOF,1st,233,58.1%,159,57,16,62.9,51.9,57.4,61.4,464,1221,73,202,4,75,2,38,0.165,0.191,0.202,0.393,11.0,243.0,142.0,2.89,123.0,1.101,471.0,457.0,2.0,3507.0,3153.0,320.0,709.0,2303.0,*1/H
7,Nellie Fox HOF,11th,168,41.9%,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0,,,,,,,,,,,,,,*4H/53
8,Red Schoendienst HOF,13th,166,41.4%,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0,,,,,,,,,,,,,,*4H765/8
9,Jim Bunning HOF,5th,164,40.9%,98,42,17,59.4,48.9,54.2,61.4,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9.0,224.0,184.0,3.27,115.0,1.179,591.0,519.0,16.0,3760.1,3433.0,372.0,1000.0,2855.0,*1/H
10,Maury Wills,4th,163,40.6%,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0,,,,,,,,,,,,,,*6*5H/4
11,Luis Aparicio HOF,3rd,148,36.9%,150,36,18,55.8,32.6,44.2,55.4,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82.0,,,,,,,,,,,,,,*6H
12,Richie Ashburn HOF,14th,142,35.4%,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0,,,,,,,,,,,,,,*8H79/4
13,Roger Maris,8th,94,23.4%,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0,,,,,,,,,,,,,,*98H/7
14,Harvey Kuenn,5th,93,23.2%,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0,,,,,,,,,,,,,,*6*7*98H53
15,Elston Howard,8th,83,20.7%,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0,,,,,,,,,,,,,,*27H39
16,Orlando Cepeda HOF,2nd,77,19.2%,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0,,,,,,,,,,,,,,*37DH/95
17,Thurman Munson,1st,62,15.5%,90,29,11,46.1,37.0,41.5,44.2,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116.0,,,,,,,,,,,,,,*2DH/9375
18,X-Ted Kluszewski,15th,56,14.0%,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0,,,,,,,,,,,,,,*3H
19,Lew Burdette,9th,48,12.0%,85,31,18,28.6,24.0,26.3,61.4,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29.0,203.0,144.0,3.66,99.0,1.243,626.0,373.0,32.0,3067.1,3186.0,289.0,628.0,1074.0,*1H
20,Bill Mazeroski HOF,4th,38,9.5%,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0,,,,,,,,,,,,,,*4H/5
21,Don Larsen,8th,33,8.2%,26,6,14,18.4,16.4,17.4,32.5,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81.0,81.0,91.0,3.78,99.0,1.4,412.0,171.0,23.0,1548.0,1442.0,130.0,725.0,849.0,*1H/7
22,Roy Face,6th,23,5.7%,47,11,16,20.6,18.0,19.3,32.5,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6.0,104.0,95.0,3.48,109.0,1.243,848.0,27.0,191.0,1375.0,1347.0,141.0,362.0,877.0,*1/H
23,Vada Pinson,1st,18,4.5%,95,36,18,54.1,40.0,47.1,58.1,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111.0,,,,,,,,,,,,,,*8*97H/3D
24,Jim Perry,1st,6,1.5%,59,32,17,41.6,30.3,36.0,61.4,542,889,73,177,5,59,0,32,0.199,0.228,0.247,0.476,33.0,215.0,174.0,3.45,106.0,1.255,630.0,447.0,10.0,3285.2,3127.0,308.0,998.0,1576.0,*1/H
25,Dave McNally,1st,5,1.2%,96,35,14,25.5,23.0,24.3,61.4,348,731,49,97,9,43,0,58,0.133,0.196,0.201,0.397,14.0,184.0,119.0,3.24,106.0,1.214,424.0,396.0,2.0,2730.0,2488.0,230.0,826.0,1512.0,*1/H
26,Claude Osteen,1st,2,0.5%,53,26,18,41.2,31.3,36.2,61.4,551,1099,90,207,8,76,2,40,0.188,0.217,0.249,0.467,34.0,196.0,195.0,3.3,104.0,1.275,541.0,488.0,1.0,3460.2,3471.0,249.0,940.0,1612.0,*1H/7
27,X-Glenn Beckert,1st,1,0.2%,20,15,11,15.6,17.2,16.4,57.0,1320,5208,685,1473,22,360,49,260,0.283,0.318,0.345,0.663,82.0,,,,,,,,,,,,,,*4H/586
28,Sonny Siebert,1st,1,0.2%,20,23,12,32.1,30.4,31.3,61.4,363,660,52,114,12,57,0,18,0.173,0.204,0.27,0.474,33.0,140.0,114.0,3.21,110.0,1.213,399.0,307.0,16.0,2152.0,1919.0,197.0,692.0,1512.0,*1/H
29,Jim Northrup,1st,1,0.2%,5,13,12,22.1,21.5,21.8,56.7,1392,4692,603,1254,153,610,39,449,0.267,0.333,0.429,0.763,116.0,,,,,,,,,,,,,,*9*8*7H3/D
30,Lindy McDaniel,1st,1,0.2%,38,19,21,28.2,23.3,25.7,32.5,865,378,19,56,3,17,0,8,0.148,0.168,0.201,0.369,0.0,141.0,119.0,3.45,110.0,1.272,987.0,74.0,174.0,2139.1,2099.0,172.0,623.0,1361.0,*1/H
31,Leo Cardenas,1st,1,0.2%,36,19,16,27.2,23.3,25.3,55.4,1941,6707,662,1725,118,689,39,522,0.257,0.311,0.367,0.679,88.0,,,,,,,,,,,,,,*65H/D4
32,Gates Brown,1st,1,0.2%,0,10,13,9.7,10.8,10.3,53.4,1051,2262,330,582,84,322,30,242,0.257,0.33,0.42,0.75,110.0,,,,,,,,,,,,,,*H*7D/93
33,X-Sam McDowell,1st,0,0.0%,90,25,15,41.8,41.1,41.5,61.4,400,774,34,119,2,36,0,16,0.154,0.171,0.176,0.347,-2.0,141.0,134.0,3.17,112.0,1.308,425.0,346.0,14.0,2492.1,1948.0,164.0,1312.0,2453.0,*1/H34
34,X-Bill Hands,1st,0,0.0%,16,13,11,27.4,26.2,26.8,61.4,280,472,19,37,0,19,0,39,0.078,0.15,0.091,0.241,-33.0,111.0,110.0,3.35,114.0,1.223,374.0,260.0,14.0,1951.0,1895.0,167.0,492.0,1128.0,*1
35,X-Dick McAuliffe,1st,0,0.0%,18,24,16,37.6,29.6,33.6,57.0,1763,6185,888,1530,197,696,63,882,0.247,0.343,0.403,0.746,109.0,,,,,,,,,,,,,,*4*65H/D
36,X-Dal Maxvill,1st,0,0.0%,13,14,14,7.7,8.4,8.1,55.4,1423,3443,302,748,6,252,7,370,0.217,0.293,0.259,0.552,57.0,,,,,,,,,,,,,,*64H/579
37,X-John Briggs,1st,0,0.0%,0,15,12,24.0,19.6,21.8,53.4,1366,4117,601,1041,139,507,64,663,0.253,0.355,0.416,0.771,121.0,,,,,,,,,,,,,,*78H39/D
38,X-Ken Berry,1st,0,0.0%,5,5,14,15.3,15.0,15.1,58.1,1384,4136,422,1053,58,343,45,298,0.255,0.308,0.344,0.652,91.0,,,,,,,,,,,,,,*879H/D4
39,X-Bob Locker,1st,0,0.0%,3,23,10,10.2,10.0,10.1,32.5,576,95,5,7,0,0,1,7,0.074,0.146,0.074,0.219,-35.0,57.0,39.0,2.75,122.0,1.175,576.0,0.0,95.0,879.0,776.0,40.0,257.0,577.0,*1
1,Henry Aaron,1st,406,97.8%,421,74,23,143.0,60.3,101.6,56.7,3298,12364,2174,3771,755,2297,240,1402,0.305,0.374,0.555,0.928,155.0,,,,,,,,,,,,,,*9*7*83DH4/5
2,Frank Robinson,1st,370,89.2%,223,66,21,107.3,52.9,80.1,56.7,2808,10006,1829,2943,586,1812,204,1420,0.294,0.389,0.537,0.926,154.0,,,,,,,,,,,,,,*9*7*D*3H8/5
3,Juan Marichal HOF,2nd,305,73.5%,159,57,16,62.9,51.9,57.4,61.4,464,1221,73,202,4,75,2,38,0.165,0.191,0.202,0.393,11.0,243.0,142.0,2.89,123.0,1.101,471.0,457.0,2.0,3507.0,3153.0,320.0,709.0,2303.0,*1/H
4,Harmon Killebrew HOF,2nd,246,59.3%,178,46,22,60.4,38.1,49.3,53.4,2435,8147,1283,2086,573,1584,19,1559,0.256,0.376,0.509,0.884,143.0,,,,,,,,,,,,,,*3*5*7DH/49
5,Hoyt Wilhelm HOF,5th,236,56.9%,97,30,21,46.8,26.7,36.7,32.5,1070,432,24,38,1,21,0,26,0.088,0.139,0.106,0.246,-31.0,143.0,122.0,2.52,147.0,1.125,1070.0,52.0,228.0,2254.1,1757.0,150.0,778.0,1610.0,*1
6,Don Drysdale HOF,8th,233,56.1%,134,42,14,67.1,44.7,55.9,61.4,547,1169,96,218,29,113,0,60,0.186,0.228,0.295,0.523,45.0,209.0,166.0,2.95,121.0,1.148,518.0,465.0,6.0,3432.0,3084.0,280.0,855.0,2486.0,*1H
7,Gil Hodges HOF,14th,205,49.4%,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0,,,,,,,,,,,,,,*3H275/948
8,Luis Aparicio HOF,4th,174,41.9%,150,36,18,55.8,32.6,44.2,55.4,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82.0,,,,,,,,,,,,,,*6H
9,Jim Bunning HOF,6th,138,33.3%,98,42,17,59.4,48.9,54.2,61.4,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9.0,224.0,184.0,3.27,115.0,1.179,591.0,519.0,16.0,3760.1,3433.0,372.0,1000.0,2855.0,*1/H
10,Red Schoendienst HOF,14th,135,32.5%,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0,,,,,,,,,,,,,,*4H765/8
11,Nellie Fox HOF,12th,127,30.6%,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0,,,,,,,,,,,,,,*4H/53
12,X-Richie Ashburn HOF,15th,126,30.4%,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0,,,,,,,,,,,,,,*8H79/4
13,Billy Williams HOF,1st,97,23.4%,122,48,18,63.6,41.4,52.5,53.4,2488,9350,1410,2711,426,1475,90,1045,0.29,0.361,0.492,0.853,133.0,,,,,,,,,,,,,,*7*9D3H8
14,Maury Wills,5th,91,21.9%,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0,,,,,,,,,,,,,,*6*5H/4
15,Roger Maris,9th,69,16.6%,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0,,,,,,,,,,,,,,*98H/7
16,Tony Oliva HOF,1st,63,15.2%,114,29,15,43.0,38.6,40.8,56.7,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131.0,,,,,,,,,,,,,,*9*DH8/7
17,Harvey Kuenn,6th,62,14.9%,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0,,,,,,,,,,,,,,*6*7*98H53
18,Lew Burdette,10th,43,10.4%,85,31,18,28.6,24.0,26.3,61.4,666,1011,101,185,12,75,2,32,0.183,0.216,0.253,0.469,29.0,203.0,144.0,3.66,99.0,1.243,626.0,373.0,32.0,3067.1,3186.0,289.0,628.0,1074.0,*1H
19,Orlando Cepeda HOF,3rd,42,10.1%,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0,,,,,,,,,,,,,,*37DH/95
20,Elston Howard,9th,40,9.6%,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0,,,,,,,,,,,,,,*27H39
21,Don Larsen,9th,32,7.7%,26,6,14,18.4,16.4,17.4,32.5,480,596,65,144,14,72,0,43,0.242,0.291,0.371,0.662,81.0,81.0,91.0,3.78,99.0,1.4,412.0,171.0,23.0,1548.0,1442.0,130.0,725.0,849.0,*1H/7
22,Bill Mazeroski HOF,5th,28,6.7%,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0,,,,,,,,,,,,,,*4H/5
23,Thurman Munson,2nd,26,6.3%,90,29,11,46.1,37.0,41.5,44.2,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116.0,,,,,,,,,,,,,,*2DH/9375
24,Roy Face,7th,22,5.3%,47,11,16,20.6,18.0,19.3,32.5,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6.0,104.0,95.0,3.48,109.0,1.243,848.0,27.0,191.0,1375.0,1347.0,141.0,362.0,877.0,*1/H
25,Vada Pinson,2nd,6,1.4%,95,36,18,54.1,40.0,47.1,58.1,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111.0,,,,,,,,,,,,,,*8*97H/3D
26,X-Tommy Davis,1st,5,1.2%,57,20,18,20.4,20.7,20.6,53.4,1999,7223,811,2121,153,1052,136,381,0.294,0.329,0.405,0.733,108.0,,,,,,,,,,,,,,*7*DH5839/4
